Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Age in Yrs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Day of Joining,Age in Company (Years),Salary,Monthly ,County,City,Current Record Flag,Function
381338,Ms.,Miriam,A,Barrett,F,miriam.barrett@yahoo.ca,27.11,03/08/2016,Q1,H1,2016,3,March,8,1.39,73079.4,10961.9,UK,Warrington,Y,Sales
155570,Mr.,Colin,G,Wilson,M,colin.wilson@yahoo.com,41.4,4/15/2002,Q2,H1,2002,4,April,15,15.3,73061.1,10959.2,UK,Warrington,Y,Sales
747200,Mrs.,Janelle,Q,Gill,F,janelle.gill@gmail.com,55.21,7/13/1999,Q3,H2,1999,7,July,13,18.05,72878.9,10931.8,UK,Liverpool,Y,Sales
166790,Ms.,Margaret,C,Reilly,F,margaret.reilly@yahoo.com,45.84,01/08/1995,Q1,H1,1995,1,January,8,22.57,72870,10930.5,UK,Warrington,N,Sales
240295,Mr.,Ken,P,Winters,M,ken.winters@rediffmail.com,22.47,3/31/2016,Q1,H1,2016,3,March,31,1.33,72847.8,10927.2,UK,Liverpool,Y,Sales
608832,Mrs.,Sabrina,O,Fowler,F,sabrina.fowler@outlook.com,35.59,7/17/2006,Q3,H2,2006,7,July,17,11.04,72347.8,10852.2,UK,Liverpool,Y,Sales
846100,Mr.,Earl,O,Gilbert,M,earl.gilbert@bp.com,44.56,8/26/2013,Q3,H2,2013,8,August,26,3.92,72183.9,10827.6,UK,Liverpool,Y,Sales
556491,Prof.,Larry,C,Tran,M,larry.tran@gmail.com,47.57,3/15/2007,Q1,H1,2007,3,March,15,10.38,71779.4,10766.9,UK,Warrington,Y,Sales
159472,Hon.,Moses,P,Reid,M,moses.reid@apple.com,52.63,8/14/1999,Q3,H2,1999,8,August,14,17.97,71666.7,10750,UK,Liverpool,Y,Sales
223379,Dr.,Mathew,P,Duke,M,mathew.duke@rediffmail.com,24.54,09/06/2015,Q3,H2,2015,9,September,6,1.89,71666.7,10750,UK,Liverpool,Y,Sales
287114,Ms.,Joanna,A,Perkins,F,joanna.perkins@aol.com,58.01,09/09/1992,Q3,H2,1992,9,September,9,24.9,71666.7,10750,UK,Liverpool,Y,Sales
358935,Ms.,Anastasia,Y,Bowen,F,anastasia.bowen@gmail.com,24.61,04/01/2017,Q2,H1,2017,4,April,1,0.32,71666.7,10750,UK,Liverpool,Y,Sales
935745,Mr.,Kyle,N,Farmer,M,kyle.farmer@gmail.com,42.72,8/30/2015,Q3,H2,2015,8,August,30,1.91,71666.7,10750,UK,Liverpool,Y,Sales
798859,Drs.,Deirdre,N,Travis,F,deirdre.travis@hotmail.com,46.33,7/15/1998,Q3,H2,1998,7,July,15,19.05,71528.9,10729.3,UK,Liverpool,Y,Sales
280781,Mrs.,Ollie,G,William,F,ollie.william@verizon.net,37.8,9/14/2007,Q3,H2,2007,9,September,14,9.88,71438.3,10715.8,UK,Liverpool,Y,Sales
953967,Mr.,Cornell,G,Daniel,M,cornell.daniel@yahoo.com,57.21,10/31/2004,Q4,H2,2004,10,October,31,12.75,71388.9,10708.3,UK,Warrington,Y,Sales
946835,Hon.,Marjorie,J,Wells,F,marjorie.wells@bp.com,55.91,12/02/2005,Q4,H2,2005,12,December,2,11.66,71347.2,10702.1,UK,Warrington,Y,Sales
257927,Ms.,Agnes,J,Herman,F,agnes.herman@gmail.com,41.65,01/04/1998,Q1,H1,1998,1,January,4,19.58,71236.1,10685.4,UK,Warrington,Y,Sales
415161,Dr.,Lemuel,V,Guerrero,M,lemuel.guerrero@aol.com,32.16,10/15/2011,Q4,H2,2011,10,October,15,5.79,70984.4,10647.7,UK,Warrington,Y,Sales
928723,Mrs.,Angela,M,Compton,F,angela.compton@gmail.com,50.55,12/01/2008,Q4,H2,2008,12,December,1,8.66,70962.8,10644.4,UK,Liverpool,Y,Sales
520719,Prof.,Edmund,E,Salas,M,edmund.salas@aol.com,58.1,8/16/1989,Q3,H2,1989,8,August,16,27.97,70421.1,10563.2,UK,Liverpool,Y,Sales
791119,Mr.,Damon,T,Hunt,M,damon.hunt@gmail.com,38.69,11/05/2010,Q4,H2,2010,11,November,5,6.73,70372.2,10555.8,UK,Liverpool,Y,Sales
305556,Mr.,Federico,J,Wilson,M,federico.wilson@yahoo.com,42.73,4/13/2000,Q2,H1,2000,4,April,13,17.3,69890,10483.5,UK,Liverpool,Y,Sales
602683,Ms.,Alberta,A,Chapman,F,alberta.chapman@comcast.net,45.18,6/29/1999,Q2,H1,1999,6,June,29,18.09,69682.2,10452.3,UK,Warrington,Y,Sales
874971,Mr.,Roman,R,Clark,M,roman.clark@aol.com,54.63,01/08/1985,Q1,H1,1985,1,January,8,32.57,69610.6,10441.6,UK,Warrington,Y,Sales
913253,Mr.,Carey,B,Ferrell,M,carey.ferrell@yahoo.com,45.21,10/30/2004,Q4,H2,2004,10,October,30,12.75,69573.3,10436,UK,Warrington,Y,Sales
581563,Prof.,Jerome,E,Foreman,M,jerome.foreman@verizon.net,28.65,8/28/2015,Q3,H2,2015,8,August,28,1.92,69468.9,10420.3,UK,Warrington,Y,Sales
483751,Prof.,Reid,F,Randolph,M,reid.randolph@gmail.com,28.54,04/08/2017,Q2,H1,2017,4,April,8,0.3,69309.4,10396.4,UK,Warrington,Y,Sales
143898,Mr.,Ricky,C,Bowers,M,ricky.bowers@hotmail.com,40.75,12/28/2008,Q4,H2,2008,12,December,28,8.59,68975,10346.3,UK,Warrington,Y,Sales
966525,Mr.,Dion,U,Duffy,M,dion.duffy@aol.com,22.33,1/16/2017,Q1,H1,2017,1,January,16,0.53,68930,10339.5,UK,Warrington,Y,Sales
780963,Mrs.,Jami,P,Cantrell,F,jami.cantrell@hotmail.com,31.35,4/20/2007,Q2,H1,2007,4,April,20,10.28,68850,10327.5,UK,Liverpool,Y,Sales
856369,Mr.,Dominick,M,Robbins,M,dominick.robbins@hotmail.com,37.97,10/21/2001,Q4,H2,2001,10,October,21,15.78,68740.6,10311.1,UK,Liverpool,Y,Sales
316995,Mrs.,Pauline,J,Gilbert,F,pauline.gilbert@yahoo.com,21.08,7/22/2017,Q3,H2,2017,7,July,22,0.02,68666.1,10299.9,UK,Liverpool,Y,Sales
625981,Mr.,Jay,R,Sanders,M,jay.sanders@gmail.com,53.6,12/29/1987,Q4,H2,1987,12,December,29,29.6,68371.7,10255.8,UK,Liverpool,Y,Sales
702034,Mrs.,Mitzi,Y,Lynch,F,mitzi.lynch@aol.com,56.95,3/17/2005,Q1,H1,2005,3,March,17,12.37,68213.3,10232,UK,Liverpool,Y,Sales
432168,Hon.,Jermaine,S,Sykes,M,jermaine.sykes@apple.com,27.54,5/24/2016,Q2,H1,2016,5,May,24,1.18,68128.3,10219.3,UK,Warrington,Y,Sales
863522,Mr.,Dudley,W,Preston,M,dudley.preston@gmail.com,39.72,3/24/2014,Q1,H1,2014,3,March,24,3.35,67478.3,10121.8,UK,Liverpool,Y,Sales
807182,Mrs.,Adeline,R,Evans,F,adeline.evans@cox.net,28.98,04/07/2016,Q2,H1,2016,4,April,7,1.31,67435,10115.3,UK,Liverpool,Y,Sales
768457,Mr.,Robby,U,Jordan,M,robby.jordan@comcast.net,43.39,03/12/2007,Q1,H1,2007,3,March,12,10.39,66551.7,9982.8,UK,Warrington,Y,Sales
941759,Prof.,Shaun,J,Evans,M,shaun.evans@gmail.com,48.35,6/13/1990,Q2,H1,1990,6,June,13,27.14,66350,9952.5,UK,Liverpool,Y,Sales
850297,Ms.,Shawna,W,Buck,F,shawna.buck@gmail.com,45.66,12/18/2010,Q4,H2,2010,12,December,18,6.61,66161.1,9924.2,UK,Warrington,Y,Sales
707520,Mr.,Bernardo,L,Austin,M,bernardo.austin@hotmail.com,42.51,1/26/2005,Q1,H1,2005,1,January,26,12.51,65940.6,9891.1,UK,Warrington,Y,Sales
959506,Mr.,Arthur,Q,Holloway,M,arthur.holloway@aol.com,46.88,1/27/2004,Q1,H1,2004,1,January,27,13.51,65900.6,9885.1,UK,Warrington,Y,Sales
141086,Dr.,Bernardo,Q,Mcdowell,M,bernardo.mcdowell@gmail.com,54.21,4/24/2003,Q2,H1,2003,4,April,24,14.27,65897.2,9884.6,UK,Warrington,Y,Sales
186102,Drs.,Marcia,N,Casey,F,marcia.casey@gmail.com,51.05,11/08/2013,Q4,H2,2013,11,November,8,3.72,65892.8,9883.9,UK,Warrington,Y,Sales
865495,Mr.,Thurman,J,Good,M,thurman.good@yahoo.com,21.52,02/06/2017,Q1,H1,2017,2,February,6,0.47,65847.2,9877.1,UK,Warrington,Y,Finance
884877,Mr.,Wilbur,P,Bates,M,wilbur.bates@verizon.net,28.02,04/12/2012,Q2,H1,2012,4,April,12,5.3,65702.2,9855.3,UK,Liverpool,Y,Finance
304721,Mr.,Nathaniel,Z,Burke,M,nathaniel.burke@walmart.com,23.76,4/25/2017,Q2,H1,2017,4,April,25,0.26,65550.6,9832.6,UK,Warrington,Y,Finance
275491,Dr.,Julian,Y,Russo,M,julian.russo@gmail.com,59.33,1/27/1988,Q1,H1,1988,1,January,27,29.52,65410.6,9811.6,UK,Warrington,Y,Finance
410027,Mr.,Sean,F,Noble,M,sean.noble@cox.net,54.98,3/25/2011,Q1,H1,2011,3,March,25,6.35,65314.4,9797.2,UK,Liverpool,Y,Finance
488068,Mrs.,Margo,K,Hoffman,F,margo.hoffman@gmail.com,32.23,12/21/2009,Q4,H2,2009,12,December,21,7.61,65002.2,9750.3,UK,Liverpool,Y,Finance
924427,Mr.,Dario,O,Townsend,M,dario.townsend@yahoo.com,55.25,1/27/1994,Q1,H1,1994,1,January,27,23.52,64950.6,9742.6,UK,Liverpool,Y,Finance
599012,Mrs.,Amber,Z,Warner,F,amber.warner@hotmail.com,59.73,08/06/2016,Q3,H2,2016,8,August,6,0.98,64915,9737.3,UK,Liverpool,Y,Finance
168824,Mr.,Tanner,T,Caldwell,M,tanner.caldwell@aol.com,49.34,06/06/1999,Q2,H1,1999,6,June,6,18.16,64797.2,9719.6,UK,Warrington,Y,Finance
870351,Mr.,Ronny,C,Long,M,ronny.long@microsoft.com,34.65,11/25/2009,Q4,H2,2009,11,November,25,7.68,64393.3,9659,UK,Liverpool,Y,Finance
721098,Ms.,Isabel,Q,Espinoza,F,isabel.espinoza@gmail.com,45.67,10/14/1993,Q4,H2,1993,10,October,14,23.8,64365.6,9654.8,UK,Warrington,Y,Finance
880704,Dr.,Benjamin,X,Jennings,M,benjamin.jennings@gmail.com,40.21,06/10/2001,Q2,H1,2001,6,June,10,16.14,64207.8,9631.2,UK,Warrington,Y,Finance
307715,Dr.,Fred,I,Woodward,M,fred.woodward@hotmail.com,46.63,04/04/2003,Q2,H1,2003,4,April,4,14.33,64086.7,9613,UK,Liverpool,Y,Finance
593953,Drs.,Tara,A,Gutierrez,F,tara.gutierrez@aol.com,46.53,8/17/1995,Q3,H2,1995,8,August,17,21.96,64012.8,9601.9,UK,Warrington,Y,Finance
540696,Dr.,Luke,Y,Craft,M,luke.craft@apple.com,32.95,7/26/2013,Q3,H2,2013,7,July,26,4.01,63700.6,9555.1,UK,Liverpool,Y,Finance
725857,Ms.,Shannon,D,Snow,F,shannon.snow@yahoo.com,55.77,7/30/2014,Q3,H2,2014,7,July,30,3,63412.2,9511.8,UK,Liverpool,Y,Finance
908007,Mrs.,Debra,S,Pena,F,debra.pena@ibm.com,26.69,9/17/2015,Q3,H2,2015,9,September,17,1.86,62926.1,9438.9,UK,Liverpool,Y,Finance
232794,Dr.,Forrest,B,Noel,M,forrest.noel@hotmail.com,39.37,04/05/1999,Q2,H1,1999,4,April,5,18.33,62771.1,9415.7,UK,Warrington,Y,Finance
825853,Hon.,Dominic,H,Mosley,M,dominic.mosley@gmail.com,21.04,7/27/2017,Q3,H2,2017,7,July,27,0,62601.7,9390.3,UK,Warrington,Y,Finance
232661,Ms.,Luz,G,Brown,F,luz.brown@msn.com,56.1,5/18/1987,Q2,H1,1987,5,May,18,30.22,62196.1,9329.4,UK,Liverpool,Y,Finance
664249,Mr.,Floyd,B,Mills,M,floyd.mills@gmail.com,33.94,02/02/2006,Q1,H1,2006,2,February,2,11.49,61990.6,9298.6,UK,Liverpool,Y,Finance
182719,Ms.,Tammy,D,Vincent,F,tammy.vincent@aol.com,57.08,11/19/2007,Q4,H2,2007,11,November,19,9.7,61873.3,9281,UK,Liverpool,Y,Finance
396135,Prof.,German,I,Sheppard,M,german.sheppard@gmail.com,26.02,10/24/2014,Q4,H2,2014,10,October,24,2.76,61122.8,9168.4,UK,Warrington,Y,Finance
811884,Mr.,Edwin,A,Perez,M,edwin.perez@gmail.com,25.43,06/11/2014,Q2,H1,2014,6,June,11,3.13,60941.7,9141.3,UK,Liverpool,Y,Finance
491595,Prof.,Ian,O,Alvarado,M,ian.alvarado@aol.com,51.87,12/27/1998,Q4,H2,1998,12,December,27,18.6,60786.7,9118,UK,Liverpool,Y,Finance
915993,Prof.,William,K,Morrison,M,william.morrison@gmail.com,50.36,10/02/2001,Q4,H2,2001,10,October,2,15.83,60767.8,9115.2,UK,Liverpool,Y,Finance
616665,Mr.,Clarence,I,Powers,M,clarence.powers@gmail.com,35.09,04/11/2005,Q2,H1,2005,4,April,11,12.3,60283.9,9042.6,UK,Warrington,Y,Finance
562109,Mr.,Stacy,O,Dixon,M,stacy.dixon@aol.com,54.21,11/30/1995,Q4,H2,1995,11,November,30,21.67,60163.9,9024.6,UK,Liverpool,Y,Finance
219020,Drs.,Lana,G,Spence,F,lana.spence@aol.com,50.07,6/21/2009,Q2,H1,2009,6,June,21,8.11,60110.6,9016.6,UK,Liverpool,Y,Finance
141178,Mr.,Adam,X,Kirby,M,adam.kirby@yahoo.ca,54,08/03/2015,Q3,H2,2015,8,August,3,1.99,59976.1,8996.4,UK,Warrington,Y,Finance
248449,Ms.,Carlene,E,Cain,F,carlene.cain@rediffmail.com,31.69,6/25/2007,Q2,H1,2007,6,June,25,10.1,59803.9,8970.6,UK,Warrington,Y,Finance
885774,Dr.,Miles,Q,Giles,M,miles.giles@yahoo.com,41.01,02/12/2007,Q1,H1,2007,2,February,12,10.46,58733.3,8810,UK,Liverpool,Y,Finance
805103,Mr.,Ron,C,Glenn,M,ron.glenn@gmail.com,24.08,9/14/2014,Q3,H2,2014,9,September,14,2.87,58725.6,8808.8,UK,Liverpool,Y,Finance
817037,Mr.,Martin,W,Buchanan,M,martin.buchanan@charter.net,42.9,7/14/2001,Q3,H2,2001,7,July,14,16.05,58541.1,8781.2,UK,Warrington,Y,Finance
583924,Mrs.,Adrienne,H,Puckett,F,adrienne.puckett@verizon.net,42.21,2/22/1997,Q1,H1,1997,2,February,22,20.44,58536.7,8780.5,UK,Warrington,Y,Finance
332802,Mr.,Lowell,M,Erickson,M,lowell.erickson@gmail.com,34.93,10/23/2013,Q4,H2,2013,10,October,23,3.76,58202.2,8730.3,UK,Warrington,Y,Finance
596366,Mrs.,Maura,W,Cherry,F,maura.cherry@earthlink.net,47.27,04/05/1996,Q2,H1,1996,4,April,5,21.33,58066.7,8710,UK,Liverpool,Y,Finance
430202,Ms.,Minnie,B,Mckee,F,minnie.mckee@gmail.com,21.94,9/23/2016,Q3,H2,2016,9,September,23,0.84,57962.2,8694.3,UK,Liverpool,Y,Finance
940754,Ms.,Nadine,X,Blanchard,F,nadine.blanchard@exxonmobil.com,39.4,10/29/2001,Q4,H2,2001,10,October,29,15.76,57927.2,8689.1,UK,Liverpool,Y,Finance
238992,Dr.,Carlo,X,Albert,M,carlo.albert@gmail.com,55.68,12/26/1996,Q4,H2,1996,12,December,26,20.6,57887.2,8683.1,UK,Warrington,Y,Finance
395792,Hon.,Miguel,W,Finley,M,miguel.finley@gmail.com,37.08,07/12/2004,Q3,H2,2004,7,July,12,13.05,57638.3,8645.8,UK,Warrington,Y,Finance
700418,Drs.,Lesley,K,Rollins,F,lesley.rollins@aol.com,22.42,02/11/2017,Q1,H1,2017,2,February,11,0.46,57403.9,8610.6,UK,Liverpool,Y,Finance
976096,Mr.,Carroll,E,Sweeney,M,carroll.sweeney@walmart.com,28.14,6/22/2016,Q2,H1,2016,6,June,22,1.1,57223.9,8583.6,UK,Warrington,Y,Finance
513773,Prof.,Jessie,N,Cortez,M,jessie.cortez@exxonmobil.com,35.88,4/16/2016,Q2,H1,2016,4,April,16,1.28,57191.1,8578.7,UK,Liverpool,Y,Finance
144235,Mr.,Kris,U,Conner,M,kris.conner@gmail.com,55.22,9/20/1998,Q3,H2,1998,9,September,20,18.87,57121.7,8568.3,UK,Liverpool,Y,Finance
265124,Ms.,Tonia,J,Burns,F,tonia.burns@gmail.com,32.3,09/12/2014,Q3,H2,2014,9,September,12,2.88,56818.9,8522.8,UK,Warrington,Y,Finance
798553,Prof.,Mauricio,A,Potts,M,mauricio.potts@yahoo.com,30.93,4/15/2015,Q2,H1,2015,4,April,15,2.29,56768.3,8515.3,UK,Liverpool,Y,Finance
350367,Mr.,Rudolph,P,Gordon,M,rudolph.gordon@aol.com,38.28,11/12/2001,Q4,H2,2001,11,November,12,15.72,54994.4,8249.2,UK,Warrington,Y,Finance
433510,Mr.,Dorian,A,Foster,M,dorian.foster@gmail.com,57.05,8/15/2009,Q3,H2,2009,8,August,15,7.96,54780,8217,UK,Warrington,Y,Finance
191240,Mr.,Salvador,Q,Gutierrez,M,salvador.gutierrez@hotmail.com,23.43,1/24/2016,Q1,H1,2016,1,January,24,1.51,54715,8207.3,UK,Warrington,Y,Finance
673049,Dr.,Cole,E,Jensen,M,cole.jensen@aol.com,27.48,5/30/2011,Q2,H1,2011,5,May,30,6.17,54656.1,8198.4,UK,Warrington,Y,Finance
290808,Mr.,Josef,S,Griffin,M,josef.griffin@yahoo.com,40.98,2/25/1998,Q1,H1,1998,2,February,25,19.43,54461.1,8169.2,UK,Warrington,Y,Finance
769123,Mr.,Brenton,N,Matthews,M,brenton.matthews@bellsouth.net,46.76,12/27/1994,Q4,H2,1994,12,December,27,22.6,54457.2,8168.6,UK,Warrington,Y,Finance
308125,Mrs.,Flossie,C,Mcpherson,F,flossie.mcpherson@gmail.com,47.72,3/18/1996,Q1,H1,1996,3,March,18,21.38,54383.3,8157.5,UK,Liverpool,Y,Finance
160503,Mr.,Nickolas,Z,Williams,M,nickolas.williams@gmail.com,32.12,6/15/2009,Q2,H1,2009,6,June,15,8.12,54291.7,8143.8,UK,Warrington,Y,Finance
807964,Mr.,Curt,Y,Bridges,M,curt.bridges@microsoft.com,38.79,9/17/2011,Q3,H2,2011,9,September,17,5.87,54253.3,8138,UK,Warrington,Y,Finance
722543,Ms.,Lesa,E,Hughes,F,lesa.hughes@bp.com,36.48,01/03/2016,Q1,H1,2016,1,January,3,1.57,53689.4,8053.4,UK,Warrington,Y,Finance
821474,Mr.,Jasper,F,Lucas,M,jasper.lucas@yahoo.co.in,35.88,02/12/2003,Q1,H1,2003,2,February,12,14.47,53515.6,8027.3,UK,Liverpool,Y,Finance
201710,Ms.,Karyn,A,Christian,F,karyn.christian@aol.com,34.21,6/18/2017,Q2,H1,2017,6,June,18,0.11,53442.8,8016.4,UK,Warrington,Y,Finance
836699,Mrs.,Louella,F,Wolfe,F,louella.wolfe@charter.net,51.47,5/21/2001,Q2,H1,2001,5,May,21,16.2,53353.9,8003.1,UK,Liverpool,Y,Finance
287787,Mr.,Joaquin,B,Bentley,M,joaquin.bentley@gmail.com,55.96,7/28/2012,Q3,H2,2012,7,July,28,5,53340,8001,UK,Liverpool,Y,Finance
316579,Mrs.,Leanne,Z,Potter,F,leanne.potter@exxonmobil.com,28.52,10/16/2015,Q4,H2,2015,10,October,16,1.78,53113.3,7967,UK,Liverpool,Y,Finance
528086,Mr.,Bruce,Z,Carney,M,bruce.carney@hotmail.com,43.49,05/07/2013,Q2,H1,2013,5,May,7,4.23,52787.8,7918.2,UK,Liverpool,Y,Finance
234880,Mr.,Keven,E,Logan,M,keven.logan@gmail.com,28.48,05/10/2012,Q2,H1,2012,5,May,10,5.22,52383.9,7857.6,UK,Liverpool,Y,Finance
310986,Drs.,Maryellen,R,Mcfadden,F,maryellen.mcfadden@hotmail.co.uk,41.85,4/14/2017,Q2,H1,2017,4,April,14,0.29,52345,7851.8,UK,Warrington,Y,Finance
894936,Ms.,Vivian,T,Burnett,F,vivian.burnett@gmail.com,57.5,09/06/2001,Q3,H2,2001,9,September,6,15.9,51863.9,7779.6,UK,Warrington,Y,Finance
130501,Drs.,Mitzi,P,Mueller,F,mitzi.mueller@hotmail.com,50.44,04/10/2010,Q2,H1,2010,4,April,10,7.3,51038.9,7655.8,UK,Liverpool,Y,Finance
300693,Mr.,Tod,N,Holcomb,M,tod.holcomb@outlook.com,30.12,06/05/2015,Q2,H1,2015,6,June,5,2.15,50955,7643.3,UK,Warrington,Y,Finance
430843,Ms.,Karina,J,Owens,F,karina.owens@gmail.com,59.78,6/30/1984,Q2,H1,1984,6,June,30,33.1,50951.7,7642.8,UK,Warrington,Y,Finance
463743,Mr.,Guy,C,Gilbert,M,guy.gilbert@gmail.com,56.9,7/17/1988,Q3,H2,1988,7,July,17,29.05,50807.2,7621.1,UK,Liverpool,Y,Finance
191963,Ms.,Deanne,H,Mccarty,F,deanne.mccarty@charter.net,43.59,07/03/2012,Q3,H2,2012,7,July,3,5.07,50593.3,7589,UK,Liverpool,Y,Finance
835545,Ms.,Janie,P,Velasquez,F,janie.velasquez@gmail.com,59.32,5/14/1983,Q2,H1,1983,5,May,14,34.23,50362.8,7554.4,UK,Liverpool,Y,Finance
414967,Mrs.,Bette,Y,Kane,F,bette.kane@gmail.com,37.6,6/13/2004,Q2,H1,2004,6,June,13,13.13,49716.7,7457.5,UK,Liverpool,Y,Finance
169763,Prof.,Benjamin,X,Macdonald,M,benjamin.macdonald@gmail.com,41.23,4/20/1999,Q2,H1,1999,4,April,20,18.28,49540,7431,UK,Warrington,Y,Finance
532285,Ms.,Leann,W,Melendez,F,leann.melendez@gmail.com,43.76,12/17/2007,Q4,H2,2007,12,December,17,9.62,49382.8,7407.4,UK,Liverpool,Y,Finance
790290,Mr.,Norris,R,Adams,M,norris.adams@yahoo.com,23.78,04/08/2016,Q2,H1,2016,4,April,8,1.3,49369.4,7405.4,UK,Liverpool,Y,Finance
117603,Mr.,Bob,W,Weiss,M,bob.weiss@hotmail.com,25.77,12/23/2012,Q4,H2,2012,12,December,23,4.6,49296.1,7394.4,UK,Liverpool,Y,Finance
934285,Mr.,Jeremy,G,English,M,jeremy.english@gmail.com,44.91,10/20/1996,Q4,H2,1996,10,October,20,20.78,48941.1,7341.2,UK,Liverpool,Y,Finance
971444,Mr.,Elias,X,Cabrera,M,elias.cabrera@yahoo.com,27.06,05/02/2016,Q2,H1,2016,5,May,2,1.24,48867.8,7330.2,UK,Warrington,Y,Finance
981925,Ms.,Ebony,B,Eaton,F,ebony.eaton@gmail.com,53.05,10/26/1999,Q4,H2,1999,10,October,26,17.77,48703.3,7305.5,UK,Liverpool,Y,Finance
798646,Ms.,Patsy,N,Koch,F,patsy.koch@gmail.com,33.06,03/09/2010,Q1,H1,2010,3,March,9,7.39,48414.4,7262.2,UK,Warrington,Y,Finance
695631,Mrs.,Juanita,O,Zimmerman,F,juanita.zimmerman@hotmail.com,42.81,11/18/2010,Q4,H2,2010,11,November,18,6.7,48288.3,7243.3,UK,Liverpool,Y,Finance
866051,Ms.,Leann,R,Ortiz,F,leann.ortiz@gmail.com,27.46,04/08/2011,Q2,H1,2011,4,April,8,6.31,48093.9,7214.1,UK,Liverpool,Y,Finance
513011,Ms.,Tara,Y,Forbes,F,tara.forbes@gmail.com,41.12,9/24/2009,Q3,H2,2009,9,September,24,7.85,47702.2,7155.3,UK,Warrington,Y,Finance
159108,Mrs.,Shanna,U,Silva,F,shanna.silva@gmail.com,59.15,10/23/1999,Q4,H2,1999,10,October,23,17.78,47685,7152.8,UK,Warrington,Y,Finance
740281,Ms.,Lorna,W,Henson,F,lorna.henson@outlook.com,28.15,10/23/2011,Q4,H2,2011,10,October,23,5.77,47450,7117.5,UK,Liverpool,Y,Finance
621606,Mr.,Rogelio,P,Poole,M,rogelio.poole@exxonmobil.com,25.34,7/27/2014,Q3,H2,2014,7,July,27,3.01,47303.9,7095.6,UK,Liverpool,Y,Finance
443072,Mr.,Rosendo,R,Rasmussen,M,rosendo.rasmussen@earthlink.net,38.78,4/29/2001,Q2,H1,2001,4,April,29,16.26,47202.2,7080.3,UK,Liverpool,Y,Finance
323914,Mr.,German,M,Carney,M,german.carney@aol.com,59.06,5/14/2000,Q2,H1,2000,5,May,14,17.22,47124.4,7068.7,UK,Warrington,Y,Finance
326358,Mr.,Neil,U,Murray,M,neil.murray@apple.com,31.88,3/24/2016,Q1,H1,2016,3,March,24,1.35,46750.6,7012.6,UK,Warrington,Y,Finance
790008,Ms.,Luann,R,Crane,F,luann.crane@gmail.com,40.37,7/15/2010,Q3,H2,2010,7,July,15,7.04,46742.2,7011.3,UK,Liverpool,Y,Finance
932425,Mr.,Christoper,Y,Haynes,M,christoper.haynes@yahoo.com,37.93,2/24/2014,Q1,H1,2014,2,February,24,3.42,46682.8,7002.4,UK,Liverpool,Y,Finance
825433,Mrs.,Tara,H,Goodwin,F,tara.goodwin@shaw.ca,49.05,11/24/2007,Q4,H2,2007,11,November,24,9.68,46679.4,7001.9,UK,Liverpool,Y,Finance
579618,Hon.,Demetrius,Z,Ruiz,M,demetrius.ruiz@gmail.com,24.64,5/20/2015,Q2,H1,2015,5,May,20,2.19,46550,6982.5,UK,Liverpool,Y,Finance
935890,Hon.,Jodie,I,Mckinney,F,jodie.mckinney@bp.com,21.8,12/24/2016,Q4,H2,2016,12,December,24,0.59,46291.7,6943.8,UK,Liverpool,Y,Finance
434723,Mrs.,Melanie,L,Zimmerman,F,melanie.zimmerman@aol.com,47.17,01/12/1999,Q1,H1,1999,1,January,12,18.55,46277.8,6941.7,UK,Liverpool,Y,Finance
129426,Drs.,Lana,E,Hayes,F,lana.hayes@hotmail.com,41.64,10/15/2013,Q4,H2,2013,10,October,15,3.79,45701.7,6855.3,UK,Liverpool,Y,Finance
771425,Mr.,Lewis,T,Fuller,M,lewis.fuller@comcast.net,58.78,12/20/2006,Q4,H2,2006,12,December,20,10.61,45285.6,6792.8,UK,Liverpool,Y,Finance
770810,Mr.,Craig,W,Marquez,M,craig.marquez@gmail.com,35.14,12/18/2004,Q4,H2,2004,12,December,18,12.62,44963.3,6744.5,UK,Liverpool,Y,Finance
434046,Mrs.,Bianca,I,Langley,F,bianca.langley@gmail.com,57.19,4/14/1994,Q2,H1,1994,4,April,14,23.3,44913.3,6737,UK,Warrington,Y,Finance
255640,Mr.,Stanley,T,Lowe,M,stanley.lowe@gmail.com,30.91,11/14/2008,Q4,H2,2008,11,November,14,8.71,44832.8,6724.9,UK,Liverpool,Y,Finance
273645,Dr.,Manuel,J,Fulton,M,manuel.fulton@gmail.com,34.06,6/29/2017,Q2,H1,2017,6,June,29,0.08,44793.9,6719.1,UK,Warrington,Y,Finance
346662,Mr.,Garth,I,Clarke,M,garth.clarke@yahoo.com,47.74,11/07/2015,Q4,H2,2015,11,November,7,1.72,44470.6,6670.6,UK,Warrington,Y,Finance
197867,Mrs.,Robbie,C,Oconnor,F,robbie.oconnor@bellsouth.net,24.48,5/30/2014,Q2,H1,2014,5,May,30,3.16,44407.8,6661.2,UK,Liverpool,Y,Finance
865628,Mr.,Desmond,R,Wynn,M,desmond.wynn@hotmail.com,25.07,10/01/2013,Q4,H2,2013,10,October,1,3.82,44153.3,6623,UK,Warrington,Y,Finance
315565,Mrs.,Loretta,M,Sawyer,F,loretta.sawyer@hotmail.com,21.53,03/07/2017,Q1,H1,2017,3,March,7,0.39,43766.7,6565,UK,Liverpool,Y,Finance
